clientCode,family,consumo2020,consumo2021,consumo2022,consumo2023,fDato,ventas2020,ventas2021,ventas2022,ventas2023,"competidores","comentarios"
80619,POLIOLES,9000.000,10000.000,10000.000,,01/03/2024,1290.380,1567.580,552.580,,"Shell",""
80619,POLIOLES,1616.904,1123.140,144.560,,01/03/2024,1616.904,1123.140,144.560,,"Covestro",""
80619,POLIOLES,45.600,120.380,,,01/03/2024,45.600,120.380,,,"",""
80619,POLIOLES,,26.300,2000.000,,01/03/2024,,26.300,,,"",""
80619,POLIOLES,4685.880,2646.120,,,01/03/2024,4685.880,2646.120,,,"",""
80619,POLIOLES,1620.680,692.240,,,01/03/2024,1620.680,692.240,,,"",""
80619,POLIOLES,51.140,237.940,,,01/03/2024,51.140,237.940,,,"",""
80619,POLIOLES,2090.660,1002.040,,,01/03/2024,2090.660,1002.040,,,"",""
80619,POLIOLES,108.280,311.360,,,01/03/2024,108.280,311.360,,,"",""
81686,ESTIRENO,160.140,183.100,183.000,183.000,01/03/2024,160.140,183.100,182.860,161.160,"",""
81988,POLIOLES,25000.000,40000.000,40000.000,,01/03/2024,,,,,"DOW, lyondell, Koreanos, chinos","ver  fila 29. CONTIMPEX va a Turquia"
81988A,GLICOLES,3482.148,2967.662,1149.436,754.000,01/03/2024,3482.148,2967.662,1149.436,753.692,"",""
81988A,POLIOLES,120000.000,130000.000,150000.000,170000.000,01/03/2024,9047.202,6359.094,2826.364,1819.985,"DOW, COVESTRO, SHELL, CHIMCOMPLEX, KOREANOS, CHINOS",""
82126,POLIOLES,150.000,88.000,,,01/03/2024,138.160,88.000,,,"ninguno",""
82583F,GLICOLES,333.000,300.480,215.000,200.000,01/03/2024,,,71.580,71.800,"",""
82583Y,GLICOLES,117.000,150.000,117.780,100.000,01/03/2024,116.740,45.800,117.780,71.680,"",""
82583,GLICOLES,333.040,300.480,215.000,168.000,01/03/2024,333.040,300.480,215.000,168.060,"",""
82586,GLICOLES,,,22.000,,01/03/2024,,,22.000,,"",""
82586,POLIOLES,700.000,700.000,700.000,700.000,01/03/2024,,6.160,28.000,208.920,"",""
82586_00HE,POLIOLES,5000.000,5000.000,5000.000,,01/03/2024,10.000,80.000,40.000,,"Lyondell",""
82586_01MA,GLICOLES,,52.080,28.000,,01/03/2024,,52.080,,,"",""
82586_01MA,POLIOLES,,20.000,,,01/03/2024,,20.000,,,"",""
82609,POLIOLES,2.000,,,,01/03/2024,2.000,,,,"",""
82996,POLIOLES,6200.000,6665.000,6065.150,5458.635,01/03/2024,1139.280,1056.980,409.920,364.360,"Shell, Covestro",""
83003,ESTIRENO,3600.000,3744.000,3407.040,2964.125,01/03/2024,1575.240,1357.620,1057.980,484.660,"Versalis",""
83003,GLICOLES,1500.000,1530.000,1468.800,1454.112,01/03/2024,482.800,241.500,73.960,144.200,"Ineos, Lyondell",""
83081,ESTIRENO,400.000,416.000,402.080,349.810,01/03/2024,167.200,285.500,402.080,143.420,"Traders",""
83194,GLICOLES,600.000,612.000,587.520,400.000,01/03/2024,287.400,331.000,93.400,96.460,"Lyondell, Dow",""
83194,POLIOLES,1500.000,1612.500,1499.625,,01/03/2024,1203.720,853.320,,,"Repsol unico suministrador en 2019 y en 2020 compran a Jahua",""
83284,ESTIRENO,1500.000,1560.000,1419.600,1235.052,01/03/2024,24.360,,,,"Traders",""
83284,GLICOLES,4100.000,4182.000,4014.720,3974.573,01/03/2024,340.820,314.520,947.920,740.080,"Lyondell, Ineos",""
83668,POLIOLES,5000.000,5000.000,4500.000,,01/03/2024,29.560,28.760,,,"Todos",""
83707,ESTIRENO,35000.000,35000.000,32000.000,30000.000,01/03/2024,7666.150,8245.000,,,"TOTAL",""
83913,GLICOLES,6600.000,6000.000,4765.000,4535.000,01/03/2024,6600.360,5935.040,4765.060,4534.500,"",""
83917,POLIOLES,7500.000,8500.000,8500.000,8500.000,01/03/2024,2653.600,3875.720,4120.660,4097.820,"Todos",""
84252,POLIOLES,17000.000,19000.000,18000.000,18000.000,01/03/2024,4354.580,4265.310,3507.900,2650.320,"Todos",""
84315,ESTIRENO,3400.000,3536.000,3217.760,2799.451,01/03/2024,1200.960,1630.060,1601.860,934.660,"Versalis",""
84571,POLIOLES,1700.000,1700.000,1700.000,1700.000,01/03/2024,835.080,851.260,875.820,819.800,"Dow",""
84594,GLICOLES,2000.000,2000.000,2000.000,,01/03/2024,332.960,134.500,,,"",""
84623,GLICOLES,120.000,120.000,120.000,120.000,01/03/2024,80.000,40.000,,,"LYONDELL ",""
84623,POLIOLES,3500.000,4000.000,4000.000,6000.000,01/03/2024,571.660,395.460,611.840,788.580,"DOW, SHELL, COVESTRO","con la integracion de DEN BRAVEN FRANCE"
84627,ESTIRENO,400.000,416.000,378.560,329.347,01/03/2024,216.480,120.360,121.880,48.120,"Versalis",""
84664,POLIOLES,3000.000,2500.000,2400.000,2800.000,01/03/2024,,,1022.400,1463.639,"",""
84788,ESTIRENO,2900.000,3016.000,2744.560,2387.767,01/03/2024,221.160,1160.460,952.080,,"Traders",""
84788,GLICOLES,5500.000,5610.000,5385.600,5331.744,01/03/2024,1958.900,1850.220,2214.560,1371.440,"Dow, Lyondell, Ineos",""
84788,POLIOLES,3000.000,3225.000,2999.250,2699.325,01/03/2024,1172.120,1043.080,932.400,904.700,"Covestro, Dow",""
84808,POLIOLES,2300.000,2500.000,2500.000,2500.000,01/03/2024,,3.000,1.000,,"Shell, BASF, Covestro",""
84846,ESTIRENO,,,190.680,500.000,01/03/2024,,,190.680,168.600,"",""
84861,POLIOLES,2600.000,1600.000,2100.000,2600.000,01/03/2024,1072.812,241.400,1993.824,2396.776,"Dow, Covestro",""
85008,POLIOLES,7333.000,7333.000,6667.000,6667.000,01/03/2024,1494.620,1061.460,1843.600,1557.400,"DOW",""
85014BIO,POLIOLES,1031.000,1322.000,898.000,270.000,01/03/2024,1030.540,1321.920,897.560,269.100,"",""
85014,POLIOLES,6250.000,7100.000,6200.000,6000.000,01/03/2024,3320.040,4176.640,3183.560,4764.960,"Dow, Covestro, Shell",""
85200,POLIOLES,500.000,250.000,100.000,100.000,01/03/2024,,18.440,,,"Dow",""
85293,POLIOLES,13000.000,13000.000,11500.000,9000.000,01/03/2024,5228.260,4026.640,4370.520,2805.640,"Todos",""
85401,GLICOLES,53.000,100.000,123.200,106.000,01/03/2024,52.800,88.000,123.200,105.600,"",""
85436,POLIOLES,,1.000,,,01/03/2024,,1.000,,,"",""
85477,GLICOLES,4000.000,4000.000,4000.000,4500.000,01/03/2024,75.200,133.420,124.000,222.340,"",""
85477,POLIOLES,6000.000,6000.000,6000.000,6000.000,01/03/2024,10.000,,,,"",""
85489,GLICOLES,86.660,44.600,,,01/03/2024,86.660,44.600,,,"",""
85587,POLIOLES,8000.000,10000.000,10000.000,9000.000,01/03/2024,783.080,1461.760,1047.900,1022.020,"Todos",""
85647,POLIOLES,6500.000,4800.000,4800.000,3500.000,01/03/2024,,855.560,1541.620,1376.020,"Shell, Dow",""
85858,POLIOLES,20000.000,21000.000,21000.000,20000.000,01/03/2024,9.560,,,4.000,"",""
85865,GLICOLES,400.000,400.000,400.000,400.000,01/03/2024,369.400,329.300,372.700,329.120,"Brenntag",""
85910,POLIOLES,188.000,202.100,187.953,169.158,01/03/2024,188.000,47.760,35.430,44.100,"",""
85958,POLIOLES,2800.000,3010.000,2739.100,2465.190,01/03/2024,1499.360,1880.800,1359.160,1074.140,"Covestro, Dow",""
86025,POLIOLES,7000.000,6500.000,6500.000,5000.000,01/03/2024,1496.560,1386.640,1249.840,1046.980,"BASF, Covestro",""
86063,POLIOLES,800.000,860.000,799.800,719.820,01/03/2024,146.820,134.620,47.620,,"Shell, Covestro, Rokita",""
86075,POLIOLES,2700.000,2902.500,2699.325,2429.393,01/03/2024,44.340,241.400,206.740,5.000,"Dow, Jiahua Chemicals",""
86127,POLIOLES,10000.000,10000.000,10000.000,9000.000,01/03/2024,,49.840,,,"Todos",""
86131,POLIOLES,3000.000,2200.000,2400.000,1800.000,01/03/2024,25.860,,557.920,793.520,"",""
86140,ESTIRENO,500.000,520.000,473.200,411.684,01/03/2024,73.220,169.040,193.960,96.100,"Traders",""
86140,GLICOLES,800.000,816.000,783.360,775.526,01/03/2024,327.460,237.100,304.840,209.920,"Ineos",""
86150,POLIOLES,600.000,600.000,600.000,700.000,01/03/2024,205.360,197.600,327.020,302.000,"Oltchim, Dow",""
86181,POLIOLES,8000.000,8000.000,7000.000,7000.000,01/03/2024,380.140,157.920,90.160,,"DOW, SHELL, Koreanos",""
86183,POLIOLES,7000.000,7000.000,6500.000,6500.000,01/03/2024,438.520,415.860,2621.900,3131.020,"Todos",""
86206,POLIOLES,2200.000,2500.000,2250.000,2250.000,01/03/2024,745.120,1148.460,1002.240,951.840,"",""
86211,POLIOLES,1300.000,1397.500,1299.675,1169.708,01/03/2024,571.540,620.560,527.060,381.480,"Dow, Covestro",""
86237,ESTIRENO,2500.000,2600.000,2366.000,2058.420,01/03/2024,846.220,498.700,1018.080,95.060,"Traders",""
86238,POLIOLES,9000.000,8500.000,10000.000,8500.000,01/03/2024,225.900,709.660,208.840,464.980,"Todos",""
86304,POLIOLES,3000.000,2500.000,2500.000,2500.000,01/03/2024,82.000,84.000,84.000,70.000,"",""
86425,POLIOLES,30000.000,31300.000,33300.000,32000.000,01/03/2024,1966.300,4499.900,5289.480,3114.140,"Dow, Shell, Covestro",""
86917,POLIOLES,20000.000,20000.000,20000.000,20000.000,01/03/2024,5091.440,6421.300,4508.980,3657.520,"Todos",""
87014,POLIOLES,1500.000,1612.500,1499.625,1349.663,01/03/2024,19.800,150.520,66.000,,"Jiahua Chemicals, Chimcomplex",""
87022,POLIOLES,19000.000,20000.000,20000.000,20000.000,01/03/2024,,,1256.080,869.990,"Todos",""
87051,POLIOLES,8000.000,8000.000,8000.000,8000.000,01/03/2024,,,,174.960,"Todos",""
87054,GLICOLES,1300.000,2000.000,2400.000,2000.000,01/03/2024,1005.540,610.000,847.980,664.620,"Lyondell, Oleon, Ineos",""
87100,POLIOLES,1000.000,700.000,700.000,1200.000,01/03/2024,430.309,41.111,109.580,627.379,"Covestro",""
87140,GLICOLES,35.000,35.000,35.000,18.000,01/03/2024,17.600,17.600,17.600,17.600,"Lyondell",""
87141,GLICOLES,3000.000,3500.000,3500.000,3000.000,01/03/2024,501.440,,,132.440,"SKC DOW INEOS",""
87200,POLIOLES,3000.000,3200.000,3200.000,2600.000,01/03/2024,1616.500,1879.400,1826.360,1561.280,"Shell, Dow",""
87210,ESTIRENO,300.000,431.820,443.700,386.019,01/03/2024,177.320,431.820,443.700,72.380,"Traders",""
87210,GLICOLES,7600.000,7752.000,7441.920,7367.501,01/03/2024,6643.820,7023.420,6602.735,6715.540,"Dow, Ineos",""
87210,POLIOLES,724.000,778.300,767.000,804.360,01/03/2024,723.700,728.940,766.990,804.360,"Repsol unico suministrador",""
87235,POLIOLES,,4.000,,,01/03/2024,,4.000,,,"",""
87235BH,POLIOLES,96.100,,23.000,141.000,01/03/2024,96.100,,22.540,141.420,"",""
87235SI,POLIOLES,98.800,97.360,120.060,133.000,01/03/2024,98.800,97.360,120.060,133.320,"",""
87235A,POLIOLES,3909.120,1197.620,1401.000,1002.000,01/03/2024,3909.120,1197.620,1400.540,1002.140,"",""
87235CH,POLIOLES,561.680,331.000,287.000,241.000,01/03/2024,561.680,331.000,287.100,241.160,"",""
87328,GLICOLES,950.000,900.000,640.000,650.000,01/03/2024,115.640,172.460,195.060,437.380,"lyondell DOW",""
87360,GLICOLES,150.000,153.000,146.880,145.411,01/03/2024,,23.860,,,"",""
87360,POLIOLES,1100.000,1182.500,1099.725,989.753,01/03/2024,341.140,48.400,246.540,391.040,"Dow, Covestro, Rokita",""
87387,POLIOLES,3000.000,3225.000,2934.750,2641.275,01/03/2024,252.240,320.460,253.260,228.000,"Dow, Covestro",""
87388,POLIOLES,14000.000,15050.000,13695.500,12325.950,01/03/2024,93.700,,1952.700,1664.820,"Dow, Covestro",""
87390,POLIOLES,3650.000,3923.750,3570.613,3213.551,01/03/2024,,277.660,1694.380,1975.060,"Dow, Covestro",""
87449,GLICOLES,46.960,,,,01/03/2024,46.960,,,,"",""
87463,GLICOLES,,,20.000,,01/03/2024,,,20.000,,"",""
87510,POLIOLES,,5000.000,5000.000,5500.000,01/03/2024,,1.000,10.000,,"",""
87540AL,POLIOLES,,17.000,15.470,13.923,01/03/2024,,16.940,,,"",""
87540,POLIOLES,837.930,1281.740,3257.340,2931.606,01/03/2024,837.930,1281.740,3257.340,2423.900,"Chimcomplex",""
87540_09DU,POLIOLES,,,,135.000,01/03/2024,,,,135.000,"",""
87555,POLIOLES,1800.000,1935.000,1799.550,1619.595,01/03/2024,24.400,,194.340,271.980,"Dow, Covestro",""
87567,GLICOLES,500.000,500.000,500.000,500.000,01/03/2024,165.560,147.380,165.080,168.620,"Todos",""
87567,OP,,18.860,,800.000,01/03/2024,,18.860,,,"",""
87610,POLIOLES,261.000,500.000,350.000,600.000,01/03/2024,260.660,93.980,,,"",""
87624,ESTIRENO,1300.000,1352.000,1230.320,1070.378,01/03/2024,715.000,,,,"Versalis",""
87624,GLICOLES,500.000,510.000,489.600,484.704,01/03/2024,236.420,95.520,,,"Ineos",""
87651,POLIOLES,250.000,268.750,249.938,224.944,01/03/2024,,39.560,20.000,88.520,"",""
87657,GLICOLES,1000.000,1000.000,1000.000,1000.000,01/03/2024,,,,,"",""
88006,GLICOLES,1000.000,1200.000,1200.000,1200.000,01/03/2024,,209.160,480.300,480.860,"BASF INEOS",""
88010,POLIOLES,94.320,,,,01/03/2024,94.320,,,,"",""
88071,POLIOLES,1000.000,1000.000,1000.000,1000.000,01/03/2024,120.000,90.000,105.000,133.000,"",""
88087,POLIOLES,251.140,93.060,,,01/03/2024,251.140,93.060,,,"",""
88094,POLIOLES,6300.000,6772.500,6162.975,5546.678,01/03/2024,3124.320,3993.880,3372.300,2717.560,"Shell, Covestro",""
88219,POLIOLES,550.000,600.000,800.000,800.000,01/03/2024,,24.380,122.500,25.100,"",""
88226,POLIOLES,8000.000,9000.000,8500.000,9000.000,01/03/2024,3811.720,4907.520,4260.880,3788.320,"Todos",""
88245,GLICOLES,250.000,350.000,350.000,450.000,01/03/2024,201.900,197.340,105.340,350.840,"",""
88279,POLIOLES,1500.000,1500.000,1500.000,2500.000,01/03/2024,214.920,216.380,49.400,23.380,"",""
88298,ESTIRENO,4500.000,5000.000,2800.000,2625.000,01/03/2024,3778.300,4776.060,2800.020,2625.440,"",""
88330,GLICOLES,500.000,500.000,600.000,600.000,01/03/2024,251.460,213.140,185.280,186.560,"Brenntag",""
88341,GLICOLES,800.000,500.000,650.000,,01/03/2024,338.760,241.880,,,"Covestro","integrado a SOTRAGAL"
88374,POLIOLES,415.094,48.560,207.320,801.000,01/03/2024,415.094,48.560,207.320,801.370,"",""
88391,GLICOLES,,,,3.000,01/03/2024,,,,3.000,"",""
88391,POLIOLES,6000.000,5500.000,5500.000,5500.000,01/03/2024,,166.780,1041.640,656.000,"Todos",""
88406,POLIOLES,1500.000,1400.000,1200.000,1200.000,01/03/2024,338.360,295.180,98.680,195.760,"",""
88439,GLICOLES,4000.000,5000.000,4500.000,3900.000,01/03/2024,343.720,788.180,619.980,759.440,"",""
88439,POLIOLES,2000.000,2000.000,1800.000,1500.000,01/03/2024,197.660,235.220,166.580,289.060,"",""
88492,ESTIRENO,125.000,150.000,75.000,75.000,01/03/2024,23.840,23.320,35.760,23.800,"",""
88570,POLIOLES,,,10.000,,01/03/2024,,,10.000,,"",""
88570_00VI,POLIOLES,,,12.000,,01/03/2024,,,12.000,,"",""
88621,POLIOLES,3.000,5.000,2.000,1.000,01/03/2024,3.000,5.000,2.000,1.000,"",""
88649,POLIOLES,,,6.000,2000.000,01/03/2024,,,6.000,24.260,"",""
88701,POLIOLES,1000.000,1200.000,1300.000,1300.000,01/03/2024,28.980,161.740,26.940,71.840,"",""
88796,ESTIRENO,1208.000,1478.400,1048.280,750.000,01/03/2024,1208.480,1478.400,1048.280,621.620,"",""
88796,GLICOLES,800.000,1084.000,832.229,610.000,01/03/2024,778.240,1083.680,832.229,609.780,"",""
88825,GLICOLES,200.000,200.000,300.000,300.000,01/03/2024,,23.960,244.740,195.440,"Todos",""
88826,GLICOLES,600.000,800.000,800.000,800.000,01/03/2024,,211.680,366.520,23.900,"Todos",""
88867,GLICOLES,50.000,50.000,50.000,50.000,01/03/2024,35.200,17.600,17.600,,"",""
88868,GLICOLES,400.000,400.000,400.000,400.000,01/03/2024,138.340,91.600,91.620,22.940,"INEOS",""
88898,GLICOLES,1000.000,1000.000,1000.000,1000.000,01/03/2024,,148.460,294.120,592.980,"BASF, INEOS",""
88902,ESTIRENO,1000.000,1000.000,744.000,700.000,01/03/2024,789.940,839.580,743.740,396.040,"",""
88902,GLICOLES,6700.000,5200.000,5223.000,4444.000,01/03/2024,6491.220,4965.780,5222.580,4444.200,"Ineos",""
88926,POLIOLES,3000.000,3000.000,3000.000,3000.000,01/03/2024,143.340,259.600,279.000,115.700,"",""
88976,GLICOLES,400.000,400.000,400.000,400.000,01/03/2024,295.460,145.980,195.420,217.980,"Todos",""
89136,ESTIRENO,4500.000,4500.000,4500.000,4500.000,01/03/2024,,,27.060,,"Distribuidores",""
89136,GLICOLES,3500.000,3000.000,3000.000,3000.000,01/03/2024,146.920,168.920,119.580,,"Distribuidores",""
89153,GLICOLES,1000.000,1000.000,1000.000,1000.000,01/03/2024,458.020,254.900,414.620,130.060,"BASF INEOS",""
89176,ESTIRENO,7100.000,7384.000,6719.440,5845.913,01/03/2024,1514.980,1574.440,2060.480,1816.440,"",""
89176,GLICOLES,1700.000,1734.000,1664.640,1647.994,01/03/2024,484.080,717.580,384.660,237.040,"Ineos, Lyondell",""
89211,POLIOLES,1000.000,1000.000,2000.000,3000.000,01/03/2024,,,,,"Koreanos",""
89239,GLICOLES,207.000,227.000,203.140,231.000,01/03/2024,206.640,227.020,203.140,230.780,"",""
89240,GLICOLES,100.000,100.000,,400.000,01/03/2024,100.000,100.000,,,"","cliente final FOSTER CLARKS en Malta"
89244,POLIOLES,700.000,1000.000,1000.000,1200.000,01/03/2024,161.700,38.000,,9.000,"Oltchim",""
89264KE,POLIOLES,178.000,,,3500.000,01/03/2024,177.820,,,44.420,"","integrado a SOTRAGAL"
89264MZ,POLIOLES,67.080,,,2500.000,01/03/2024,67.080,,,,"","mercado total Kenia"
89264CF,POLIOLES,105.600,70.400,,2000.000,01/03/2024,105.600,70.400,,17.600,"","mercado total Uganda"
89264RW,POLIOLES,89.000,,,500.000,01/03/2024,,,,44.840,"","mercado total Rep centroafrica"
89264,04UG,POLIOLES,3300.000,2500.000,,2500.000,01/03/2024,88.640,,,,"COVESTRO, SHELL, DOW","mercado total Mozambique"
89297,POLIOLES,2800.000,2500.000,3000.000,3500.000,01/03/2024,428.420,448.240,613.880,496.340,"SHELL,COVESTRO,DOW",""
89306,POLIOLES,5000.000,6800.000,6800.000,6800.000,01/03/2024,3473.580,4077.820,4591.820,4244.080,"SHELL,COVESTRO,DOW",""
89354,POLIOLES,15500.000,15500.000,16000.000,16000.000,01/03/2024,5607.740,5542.280,6091.120,7853.040,"Todos",""
89363,POLIOLES,15000.000,14500.000,14000.000,12000.000,01/03/2024,1612.880,2040.740,1498.480,228.160,"BASF, Rokita, Covestro",""
89381,POLIOLES,14000.000,12500.000,12000.000,12000.000,01/03/2024,7143.700,5811.820,5692.760,4575.500,"Todos",""
89388,GLICOLES,1100.000,1122.000,1077.120,1066.349,01/03/2024,449.100,261.860,785.510,285.400,"Dow",""
89398,POLIOLES,8000.000,9000.000,9000.000,9000.000,01/03/2024,594.640,1046.980,1525.960,1073.960,"Todos",""
89440,ESTIRENO,7700.000,8008.000,1420.000,1235.400,01/03/2024,,47.600,119.460,,"Versalis, Traders",""
89440,GLICOLES,3200.000,3264.000,3133.440,3102.106,01/03/2024,928.040,544.860,502.640,784.400,"Ineos, Lyondell",""
89471,ESTIRENO,4435.000,5175.380,5065.000,5000.000,01/03/2024,4435.140,5175.380,5065.200,3956.840,"",""
89471,GLICOLES,952.000,855.740,883.000,643.660,01/03/2024,952.200,855.740,882.560,643.660,"",""
89504,GLICOLES,1500.000,1500.000,1500.000,1500.000,01/03/2024,,24.200,,,"Todos",""
89653,ESTIRENO,27500.000,28600.000,26026.000,22642.620,01/03/2024,1991.640,3493.940,1926.060,,"Versalis, Traders",""
89653,GLICOLES,15300.000,15606.000,14981.760,14831.942,01/03/2024,,,95.080,95.620,"Dow, Lyondell",""
89703,GLICOLES,250.000,150.000,180.480,165.000,01/03/2024,158.800,106.000,180.480,164.600,"",""
89710,POLIOLES,3500.000,4000.000,3500.000,3500.000,01/03/2024,,96.480,,,"",""
89719,GLICOLES,600.000,600.000,373.000,350.000,01/03/2024,295.560,274.160,372.660,149.700,"Ineos, Basf",""
89719,POLIOLES,800.000,808.600,926.000,800.000,01/03/2024,800.020,808.600,926.360,328.480,"",""
89758,ESTIRENO,19.780,,,,01/03/2024,19.780,,,,"",""
89758,GLICOLES,214.000,71.360,,,01/03/2024,214.000,71.360,,,"",""
89765,POLIOLES,320.000,344.000,319.920,287.928,01/03/2024,69.060,96.800,68.000,49.840,"Dow, Covestro",""
89817,GLICOLES,100.000,100.000,140.000,91.120,01/03/2024,17.840,35.440,70.400,91.120,"",""
89835,POLIOLES,2000.000,2000.000,2000.000,2000.000,01/03/2024,89.320,107.760,23.780,43.660,"",""
89867,POLIOLES,18.080,76.130,95.000,77.300,01/03/2024,18.080,76.130,94.640,77.300,"",""
89944,GLICOLES,2700.000,2500.000,211.200,2500.000,01/03/2024,,70.400,211.200,,"","mercado total Nigeria"
89944,POLIOLES,25000.000,25000.000,,28000.000,01/03/2024,110.488,,,,"","mercado total Nigeria"
89976,ESTIRENO,2500.000,2500.000,2500.000,3200.000,01/03/2024,,,52.260,,"Brenntag, Ineos",""
89976,GLICOLES,80.820,,,1500.000,01/03/2024,80.820,,,,"",""
89978,ESTIRENO,6500.000,6500.000,3400.000,2800.000,01/03/2024,144.300,316.860,827.440,73.800,"Dow, Shell, Basf",""
89978,GLICOLES,1600.000,1600.000,1600.000,1300.000,01/03/2024,298.920,84.860,33.540,226.580,"Brenntag, Ineos",""
90010,ESTIRENO,,104.000,,,01/03/2024,,103.980,,,"",""
90010,GLICOLES,,22.200,,,01/03/2024,,22.200,,,"",""
90011,ESTIRENO,1475.000,1700.000,1700.000,2100.000,01/03/2024,1475.180,820.680,894.820,968.220,"",""
90030,GLICOLES,800.000,800.000,1000.000,1000.000,01/03/2024,380.660,517.020,106.920,353.680,"DOW INEOS Lyondell",""
90040,GLICOLES,,,21.340,23.780,01/03/2024,,,21.340,23.780,"",""
90040,POLIOLES,5000.000,5375.000,4998.750,4498.875,01/03/2024,714.760,1661.280,1659.320,737.139,"Covestro, Dow , Shell",""
90090JAT,GLICOLES,5000.000,5200.000,4732.000,4684.680,01/03/2024,23.840,,,,"Versalis",""
90090,ESTIRENO,6401.000,8000.311,7055.160,6137.989,01/03/2024,6401.000,8000.311,7055.160,4214.920,"Repsol unico suministrador",""
90090,GLICOLES,3378.780,3674.440,3072.740,3042.013,01/03/2024,3378.780,3674.440,3072.740,2983.360,"Lyondell",""
90147,POLIOLES,1300.000,1100.000,1100.000,900.000,01/03/2024,1102.220,897.520,427.940,23.980,"",""
90157,ESTIRENO,120.000,120.000,100.000,100.000,01/03/2024,63.560,23.880,42.860,,"",""
90172,POLIOLES,4000.000,3500.000,3500.000,3000.000,01/03/2024,2055.280,1794.820,1307.775,355.740,"BASF, Covestro",""
90177,POLIOLES,1200.000,1200.000,1000.000,1000.000,01/03/2024,,,299.700,,"DOW, COVESTRO SHELL",""
90199,GLICOLES,900.000,900.000,900.000,900.000,01/03/2024,457.940,321.200,526.440,548.920,"LYONDELL",""
90234,POLIOLES,1000.000,500.000,400.000,400.000,01/03/2024,72.000,,,,"",""
90276,POLIOLES,220.480,,,30000.000,01/03/2024,220.480,,,,"","ventas total trader CONFORTCHEM"
